Site_name or object code,C14Age,C14SD,Lab_code,Lon,Lat,Location quality,Material_Dated,APA_reference,Ref_complete,Archaeological_context,Technology
Majestic Central Park,1860,30,Beta-522892,-75.66,4.81,Reported,,"Restrepo Restrepo, C. A. (2019). Rescate y monitoreo arqueologico Plan de Vivienda Majestic Central Park C.F.C Dosquebradas Risaralda.",yes,,
Malagana,1880,60,Beta-62233,-76.32,3.46,Reported,Charcoal,"Botiva Contreras, A. &, Forero Lloreda, E. (1992). Malagana guaqueria vs arqueologia. Boletin del Museo del oro, (31), 125-129. Fundacion de Investigaciones Arqueologicas Nacionales. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7020",yes,,
Malagana,2240,60,Beta-79223,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Malagana,2090,60,Beta-79224,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Malagana,2040,60,Beta-84437,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Malagana,2200,110,Beta-84438,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Malagana,2130,150,GX-21877,-76.32,3.46,Reported,Charcoal,"Plazas, C. (1998). Cronologia de la metalurgia colombiana. Boletin Museo del Oro, (44-45), 3-77. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/6894",yes,,
Malagana,1920,85,GX-21878,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Malagana,2250,50,GX-22340,-76.32,3.46,Reported,,"Cardale de Schrimpff, M., Herrera, L. Rodriguez, C. A., & Jaramillo, Y. (1989). Rito y ceremonia en Malagana (Corregimiento de El Bolo, Palmira, Valle del Cauca). Boletin de Arqueologia, 14, 3-107. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5514/5771 Fundacion de Investigaciones Arqueologicas Nacionales.",yes,,
Mamoron,1400,70,Beta-21799,,,,,"Murdy, C. N. (1986). Cangaru: una economia maritima prehistorica en la Isla de Salamanca (Departamento del Magdalena) Informes Antropologicos, (2) 3-38.",yes,,
Pubenza,16400,420,GrN-19857,,,,Charcoal,Van der Hammen and Correal 2001,no,,
Maria Jacinta,1050,65,SI-5410,-75.17,10.65,Reported,Charcoal,"Angulo Valdes, C. (1983). Arqueologia del Valle de Santiago Norte de Colombia. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Maridiaz,230,70,Beta-34827,,,,Charcoal,"Cardenas Arroyo, F. (1989). Complejos ceramicos y territorios etnicos en areas arqueologicas de Narino. Boletin de Arqueologia, 4 (3), 27-34. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
Maridiaz,620,30,Beta-452851,,,,Bone (H. sapiens),"Cardenas Arroyo, F. (2020). Arqueologia del valle de Atriz (Nariño, Colombia). Alzani Editore.",yes,,
Maridiaz,580,30,Beta-452849,,,,Bone (H. sapiens),"Cardenas Arroyo, F. (2020). Arqueologia del valle de Atriz (Nariño, Colombia). Alzani Editore.",yes,,
Maridiaz,380,30,Beta-452850,,,,Charcoal,"Cardenas Arroyo, F. (2020). Arqueologia del valle de Atriz (Nariño, Colombia). Alzani Editore.",yes,,
Maridiaz,335,100,GX-G-15474,,,,Bone (H. sapiens),"Cardenas Arroyo, F. (1989). Complejos ceramicos y territorios etnicos en areas arqueologicas de Narino. Boletin de Arqueologia, 4 (3), 27-34. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
Marin,700,80,Beta-22667,,,,,"Boada, A. M. (1987). Asentamientos Indigenas en el Valle de la Laguna. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
Marin,600,100,Beta-22668,,,,,"Boada, A. M. (1987). Asentamientos Indigenas en el Valle de la Laguna. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
Marin,600,100,Beta-22669,,,,,"Boada, A. M. (1987). Asentamientos Indigenas en el Valle de la Laguna. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
Mesita B,1960,50,GrN-4205,-76.3,1.89,Reported,,"Duque Gomez, L. (1964). Exploraciones arqueologicas en San Agustin. Revista Colombiana de Antropologia, Suplemento 1: 277-309. Instituto Colombiano de Antropologia.",yes,,
Aguazuque 1,3860,35,GrN-4478,-74.28,4.6,Reported,,"Correal Urrego, G. (1989). Aguazuque: evidencia de cazadores recolectores y plantadores en la altiplanicie de la cordillera oriental. Fundacion de Investigaciones Arqueologicas. Banco de la Republica Bogota. https://babel.banrepcultural.org/digital/collection/p17054coll5/id/0/rec/1",yes,,
Pubenza,16300,150,GrN-7662,,,,,Van der Hammen 1986,no,,
Yotoco,775,65,GrN-4694,-76.36,3.86,Reported,Charcoal,"Bray, W., & Moseley, E. (1976). Una secuencia arqueologica en las vecindades de Buga Colombia. Cespedesia 5(17-18): 55-78. https://www.inciva.gov.co/storage/Clientes/INCIVA/Principal/imagenes/contenidos/12998-CESPEDESIA%20Vol%2005%20No%2017-18%20Ene%20-%20Jun%201976-.pdf",yes,,
Mataje,1940,130,M-1478,,,,Charcoal,Reichel-Dolmatoff- G. (1997). Arqueologia de Colombia: un texto introductorio. Biblioteca Familiar Presidencia de la Republica. https://babel.banrepcultural.org/digital/collection/p17054coll9/id/18/,yes,,
Mataje,2250,200,M-1479,,,,Charcoal,Reichel-Dolmatoff- G. (1997). Arqueologia de Colombia: un texto introductorio. Biblioteca Familiar Presidencia de la Republica. https://babel.banrepcultural.org/digital/collection/p17054coll9/id/18/,yes,,
Matanzas 1 11 12 y 14,1080,70,Beta-125262,-76.21,1.86,Reported,,"Llanos Vargas, H. (1999). Asentamientos aborigenes en la llanura de Matanzas tierra fertil de San Agustin. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Matanzas 1 11 12 y 14,1250,70,Beta-125261,-76.21,1.86,Reported,,"Llanos Vargas, H. (1999). Asentamientos aborigenes en la llanura de Matanzas tierra fertil de San Agustin. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Matanzas 1 11 12 y 14,60,70,Beta-125260,-76.21,1.86,Reported,,"Llanos Vargas, H. (1999). Asentamientos aborigenes en la llanura de Matanzas tierra fertil de San Agustin. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Matanzas 11,2280,40,Gd-5396,,,,,"Szykulski, J. (1991). La ceramicade San Agustin. Contributions to Cultural Anthropology, 1.",yes,,
Matecaña,1395,260,GX-21057,-74.84,5.59,Reported,,"Piazzini Suarez, C. E. (2002) Proyecto hidroelectrico Miel I: programa de rescate arqueologico. Isagen, Strata.",yes,,
El Dorado,370,70,GrN-4695,-76.48,3.84,Reported,Charcoal,"Chaves Mendoza, A., Caldas, A. M., & Villamizar, M. (1972). Las tumbas del Valle de El Dorado. (Cuadernos de Antropologia, Vol. 5). Universidad de los Andes.",yes,,
Media Luna 1,570,70,Beta-105461,,,,Charcoal,"Botero, S. H., Monsalve, O.D., & Munera, L. C. (1998). Nuevos contextos arqueologicos fechados en el Macizo Central antioqueno. Boletin de Antropologia, 12(29), 148-167. Departamento de Antropologia. Universidad de Antioquia.",yes,,
Los Teres Corte 1 (Mesa de Los Santos),790,190,Beta-9371,-73.14,6.75,Reported,Charcoal,"Cadavid, G. (1984). Investigaciones Etnohistoricas y Arqueologicas en el area Guane. Segunda Parte.",yes,,
Moralba,400,70,GrN-4697,-76.34,3.92,Reported,Charcoal,"Bray, W., & Moseley, E. (1976). Una secuencia arqueologica en las vecindades de Buga Colombia. Cespedesia 5(17-18): 55-78. https://www.inciva.gov.co/storage/Clientes/INCIVA/Principal/imagenes/contenidos/12998-CESPEDESIA%20Vol%2005%20No%2017-18%20Ene%20-%20Jun%201976-.pdf",yes,,
